Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Cleaned_Review,Slang_Replaced,Stopwords_Removed,Stemming
Movies and Music,Pianika YAMAHA P32D Original,Jakarta Barat,298500,4.9,6969,2721,1,"customer servis=0. pesan same day delivery, baru nyampe besoknya itu pun malam. ketika di komplen, cuci tangan ga mau tau. really Negative. ga akan beli barang lagi di tokopedia.",Negative,Sadness,customer servis pesan same day delivery baru nyampe besoknya itu pun malam ketika di komplen cuci tangan ga mau tau really negative ga akan beli barang lagi di tokopedia,customer servis pesan same day delivery baru sampai besoknya itu pun malam ketika di komplen cuci tangan enggak mau tau really negative enggak akan beli barang lagi di tokopedia,customer servis pesan same day delivery baru besoknya malam komplen cuci tangan tau really negative beli barang tokopedia,customer servis pesan same day delivery baru besok malam komplen cuci tangan tau really negative beli barang tokopedia
Movies and Music,Pianika YAMAHA P32D Original,Jakarta Barat,298500,4.9,6969,2721,1,"barang 1 minggu baru nyampe,,, itu pun saya harus 2x ke JNE Pedati urusin baru barang sampai..... evaluasi bos! biar nggk gini lagi. cape, ribet urusinnya,,,,nggk dpt apa2",Negative,Fear,barang minggu baru nyampe itu pun saya harus  ke jne pedati urusin baru barang sampai evaluasi bos biar nggk gini lagi cape ribet urusinnya nggk dpt apa,barang minggu baru sampai itu pun saya harus ke jne pedati mengurusi baru barang sampai evaluasi bos biar enggak begini lagi capek ribet urusinnya enggak dapat apa,barang minggu baru jne pedati mengurusi baru barang evaluasi bos biar capek ribet urusinnya,barang minggu baru jne pedati urus baru barang evaluasi bos biar capek ribet urusinnya
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,2,Saat di charger kenapa gak bisa hidup. Tolong beri Solusi. Saya tidak bisa pake,Negative,Fear,saat di charger kenapa gak bisa hidup tolong beri solusi saya tidak bisa pake,saat di charger kenapa enggak bisa hidup tolong beri solusi saya tidak bisa pakai,charger hidup tolong beri solusi pakai,charger hidup tolong beri solusi pakai
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,2,"kecewa, suara rekaman kecil sekali",Negative,Sadness,kecewa suara rekaman kecil sekali,kecewa suara rekaman kecil sekali,kecewa suara rekaman,kecewa suara rekam
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,2,sayang sekali mau tukar kerana ada yg tak fungsi tapi mahal di ongkir,Negative,Fear,sayang sekali mau tukar kerana ada yg tak fungsi tapi mahal di ongkir,sayang sekali mau tukar kerana ada yang tak fungsi tapi mahal di ongkir,sayang tukar kerana fungsi mahal ongkir,sayang tukar rana fungsi mahal ongkir
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,2,build quality kurang ok,Negative,Sadness,build quality kurang ok,build quality kurang ok,build quality kurang ok,build quality kurang ok
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,1,"Kualitas Jelek,,,Suara Mic Udah Max Suara Kecil ,,,",Negative,Sadness,kualitas jelek suara mic udah max suara kecil,kualitas jelek suara mic sudah max suara kecil,kualitas jelek suara mic max suara,kualitas jelek suara mic max suara
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,1,"kecewa sama barangnya, suara yang di keluarin ga bisa gede, padahal udah paling maksimal",Negative,Sadness,kecewa sama barangnya suara yang di keluarin ga bisa gede padahal udah paling maksimal,kecewa sama barangnya suara yang di mengeluarkan enggak bisa gede padahal sudah paling maksimal,kecewa barangnya suara mengeluarkan gede maksimal,kecewa barang suara keluar gede maksimal
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,1,barang tidak bisa di atur echo. sudah di putar tpi tetep tidak ada effect. tombol joga tidak bisa di pencet. pokoknya mengecewakan.,Negative,Sadness,barang tidak bisa di atur echo sudah di putar tpi tetep tidak ada effect tombol joga tidak bisa di pencet pokoknya mengecewakan,barang tidak bisa di atur echo sudah di putar tapi tetap tidak ada effect tombol joga tidak bisa di pencet pokoknya mengecewakan,barang atur echo putar tetap effect tombol joga pencet pokoknya mengecewakan,barang atur echo putar tetap effect tombol joga pencet pokok kecewa
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,1,produk tiruan cacad .gx bisa ricord .untuk pembeli lain sebaiknya jangan beli produk ini kalo tidak ingin rugi. lebih baik beli merk taffware atau taffstudio yang sudah lama produksi v8. casing boleh sama tp kualitas jauh sekali. dri pada buang buang duit . clip on aja bisa ricord suara ini suondcard gx bisa . product sangat gx jelas,Negative,Fear,produk tiruan cacad gx bisa ricord untuk pembeli lain sebaiknya jangan beli produk ini kalo tidak ingin rugi lebih baik beli merk taffware atau taffstudio yang sudah lama produksi  casing boleh sama tp kualitas jauh sekali dri pada buang buang duit clip on aja bisa ricord suara ini suondcard gx bisa product sangat gx jelas,produk tiruan cacad enggak bisa ricord untuk pembeli lain sebaiknya jangan beli produk ini kalo tidak ingin rugi lebih baik beli merk taffware atau taffstudio yang sudah lama produksi casing boleh sama tapi kualitas jauh sekali dari pada buang buang duit clip on saja bisa ricord suara ini suondcard enggak bisa product sangat enggak jelas,produk tiruan cacad ricord untuk pembeli sebaiknya beli produk kalo rugi baik beli merk taffware taffstudio produksi casing kualitas jauh buang buang duit clip on ricord suara suondcard product jelas,produk tiru cacad ricord untuk beli baik beli produk kalo rugi baik beli merk taffware taffstudio produksi casing kualitas jauh buang buang duit clip on ricord suara suondcard product jelas
Movies and Music,Soundcard USB Mini 7.1 Channel / Sound Card USB 7.1 External - TANPA MERK,Jakarta Timur,16000,4.6,6574,1467,2,NOISE BANGET SURANYAA GABISA DIPAKE,Negative,Anger,noise banget suranyaa gabisa dipake,noise banget suranyaa enggak bisa dipakai,noise banget suranyaa dipakai,noise banget suranyaa pakai
Movies and Music,Soundcard USB Mini 7.1 Channel / Sound Card USB 7.1 External - TANPA MERK,Jakarta Timur,16000,4.6,6574,1467,2,lubang microfonnya error :(. bunyi nging terus jadi gabisa dipakai,Negative,Fear,lubang microfonnya error bunyi nging terus jadi gabisa dipakai,lubang microfonnya error bunyi nging terus jadi enggak bisa dipakai,lubang microfonnya error bunyi nging terus jadi dipakai,lubang microfonnya error bunyi nging terus jadi pakai
Movies and Music,Soundcard USB Mini 7.1 Channel / Sound Card USB 7.1 External - TANPA MERK,Jakarta Timur,16000,4.6,6574,1467,2,tidak untuk rekomended suara ancur nois nya kacau nyesel kualitas ga bagus. ga kepake,Negative,Sadness,tidak untuk rekomended suara ancur nois nya kacau nyesel kualitas ga bagus ga kepake,tidak untuk rekomended suara hancur nois nya kacau menyesal kualitas enggak bagus enggak kepake,untuk rekomended suara hancur nois nya kacau menyesal kualitas bagus kepake,untuk rekomended suara hancur nois nya kacau sesal kualitas bagus kepake
Movies and Music,Soundcard USB Mini 7.1 Channel / Sound Card USB 7.1 External - TANPA MERK,Jakarta Timur,16000,4.6,6574,1467,1,"ga bisa di pakai,,,",Negative,Fear,ga bisa di pakai,enggak bisa di pakai,pakai,pakai
Movies and Music,Soundcard USB Mini 7.1 Channel / Sound Card USB 7.1 External - TANPA MERK,Jakarta Timur,16000,4.6,6574,1467,1,"sesuai dengan harga. kualitas sangat buruk. pas saya colok ke komputer saya terus colokin headphone jack ke port headphone jack di usb nya saya punya headset nyala yang kanan doang, headset saya pas dicolokin di hedphone jack biasa dua dua nya nyala. kualitas mic juga sangat buruk. bener bener jangan beli. beli vention sound card aja kualitas lebih bagus tapi lebih mahal sedikit. apalagi tidak sesuai dengan foto keliatan lebih murah. aduh saya ilang 20 ribuan untuk ini. ??",Negative,Fear,sesuai dengan harga kualitas sangat buruk pas saya colok ke komputer saya terus colokin headphone jack ke poheadphone jack di usb nya saya punya headset nyala yang kanan doang headset saya pas dicolokin di hedphone jack biasa dua dua nya nyala kualitas mic juga sangat buruk bener bener jangan beli beli vention sound card aja kualitas lebih bagus tapi lebih mahal sedikit apalagi tidak sesuai dengan foto keliatan lebih murah aduh saya ilang ribuan untuk ini,sesuai dengan harga kualitas sangat buruk pas saya colok ke komputer saya terus colokin headphone jack ke poheadphone jack di usb nya saya punya headset nyala yang kanan doang headset saya pas dicolokin di hedphone jack biasa dua dua nya nyala kualitas mic juga sangat buruk benar benar jangan beli beli vention sound card saja kualitas lebih bagus tapi lebih mahal sedikit apalagi tidak sesuai dengan foto kelihatan lebih murah aduh saya hilang ribuan untuk ini,sesuai harga kualitas buruk pas colok komputer terus colokin headphone jack poheadphone jack usb nya punya headset nyala kanan doang headset pas dicolokin hedphone jack dua dua nya nyala kualitas mic buruk benar benar beli beli vention sound card kualitas bagus mahal sesuai foto kelihatan murah aduh hilang ribuan untuk,sesuai harga kualitas buruk pas colok komputer terus colokin headphone jack poheadphone jack usb nya punya headset nyala kanan doang headset pas dicolokin hedphone jack dua dua nya nyala kualitas mic buruk benar benar beli beli vention sound card kualitas bagus mahal sesuai foto lihat murah aduh hilang ribu untuk
Gaming,STIK PS2 ORI PABRIK WARNA STICK PS 2 ORIGINAL (OP) ELITE - Biru,Jakarta Barat,50000,4.9,3350,1248,2,beli 2 baru 2 hari pake stik yg 1nya malah eror suka mencet sendiri kecewa dah,Negative,Sadness,beli baru hari pake stik yg nya malah eror suka mencet sendiri kecewa dah,beli baru hari pakai stik yang nya malah eror suka mencet sendiri kecewa deh,beli baru hari pakai stik nya eror suka mencet kecewa deh,beli baru hari pakai stik nya eror suka mencet kecewa deh
Gaming,Charging Dock Stik PS3 - Charger Stand Dock Stick PS 3,Jakarta Barat,50000,4.8,703,369,1,"tiba tiba patah, dasar baut patah, ane lem aja, moga masih bisa terpakai... mo di balikin rugi di ongkir, terima nasib aja",Negative,Sadness,tiba tiba patah dasar baut patah ane lem aja moga masih bisa terpakai mo di balikin rugi di ongkir terima nasib aja,tiba tiba patah dasar baut patah ane lem saja moga masih bisa terpakai mau di balikin rugi di ongkir terima nasib saja,tiba tiba patah dasar baut patah ane lem moga terpakai balikin rugi ongkir terima nasib,tiba tiba patah dasar baut patah ane lem moga pakai balikin rugi ongkir terima nasib
Gaming,Charging Dock Stik PS3 - Charger Stand Dock Stick PS 4,Jakarta Barat,50000,4.8,703,369,1,"Barang yang sampai cacat, tidak ngisi baterai stick nya",Negative,Sadness,barang yang sampai cacat tidak ngisi baterai stick nya,barang yang sampai cacat tidak ngisi baterai stick nya,barang cacat ngisi baterai stick nya,barang cacat ngisi baterai stick nya
Gaming,Charging Dock Stik PS3 - Charger Stand Dock Stick PS 5,Jakarta Barat,50000,4.8,703,369,2,"bisa hidup, tapi ga bisa ngecharge, di biarkan seharian batetai tidak terisi, berharap banyak sama alat ini, supaya stick nya anak anak bisa terpakai 2-2 nya",Negative,Sadness,bisa hidup tapi ga bisa ngecharge di biarkan seharian batetai tidak terisi berharap banyak sama alat ini supaya stick nya anak anak bisa terpakai nya,bisa hidup tapi enggak bisa ngecharge di biarkan seharian batetai tidak terisi berharap banyak sama alat ini supaya stick nya anak anak bisa terpakai nya,hidup ngecharge biarkan seharian batetai terisi berharap alat stick nya anak anak terpakai nya,hidup ngecharge biar hari batetai isi harap alat stick nya anak anak pakai nya
Gaming,Charging Dock Stik PS3 - Charger Stand Dock Stick PS 6,Jakarta Barat,50000,4.8,703,369,2,"Charging awal dkrim tp indikator ga nyala, dgnti charging baru, tp seluruh ongkir dibebankan k konsumen...",Negative,Sadness,charging awal dkrim tp indikator ga nyala dgnti charging baru tp seluruh ongkir dibebankan  konsumen,charging awal dkrim tapi indikator enggak nyala dgnti charging baru tapi seluruh ongkir dibebankan konsumen,charging awal dkrim indikator nyala dgnti charging baru ongkir dibebankan konsumen,charging awal dkrim indikator nyala dgnti charging baru ongkir beban konsumen
Gaming,"GameSir X2 Type-C Mobile Gaming Controller Gamepad PUBG E-Sports - Garansi 1 Bulan, X2 Bluetooth",Jakarta Barat,725000,4.9,363,246,3,"respon baik, packing baik, tapi perlu para pembeli tahu kalau barang ini ada masalah, harus kirim ke Medan. Pas ada masalah, waduh ngotot nya minta ampun. coba pikir pakai logika, mana ada firmware update no 0.0.0.0 dan setelah update, bisa hilang dan update lagi. Herannya kaga percaya sama costumer yang beli barang dan bayar ongkir ke medan. akhirnya barang tetap tidak di perbaiki atau di tukar, alasannya di periksa di sana tidak ada masalah. Ya silahkan saja buat yang mau belanja. Tapi tolong teliti.",Negative,Anger,respon baik packing baik tapi perlu para pembeli tahu kalau barang ini ada masalah harus kirim ke medan pas ada masalah waduh ngotot nya minta ampun coba pikir pakai logika mana ada firmware update no dan setelah update bisa hilang dan update lagi herannya kaga percaya sama costumer yang beli barang dan bayar ongkir ke medan akhirnya barang tetap tidak di perbaiki atau di tukar alasannya di periksa di sana tidak ada masalah ya silahkan saja buat yang mau belanja tapi tolong teliti,respon baik packing baik tapi perlu para pembeli tahu kalau barang ini ada masalah harus kirim ke medan pas ada masalah waduh ngotot nya meminta ampun coba pikir pakai logika mana ada firmware update no dan setelah update bisa hilang dan update lagi herannya kagak percaya sama costumer yang beli barang dan bayar ongkir ke medan akhirnya barang tetap tidak di perbaiki atau di tukar alasannya di periksa di sana tidak ada masalah ya silakan saja buat yang mau belanja tapi tolong teliti,respon baik packing baik perlu pembeli tahu barang masalah kirim medan pas masalah ngotot nya meminta ampun coba pikir pakai logika firmware update no update hilang update herannya kagak percaya costumer beli barang bayar ongkir medan barang tetap perbaiki tukar alasannya periksa masalah ya silakan belanja tolong teliti,respon baik packing baik perlu beli tahu barang masalah kirim medan pas masalah ngotot nya minta ampun coba pikir pakai logika firmware update no update hilang update heran kagak percaya costumer beli barang bayar ongkir medan barang tetap baik tukar alas periksa masalah ya sila belanja tolong teliti
Gaming,Stick Ps3 OP Wireless Original Pabrik Hitam Controller,Jakarta Pusat,50000,4.7,1048,414,1,"ternyata stick ga dikirim pake dus nya, kyk beli barang bekas. ga sesuai deskripsi.",Negative,Fear,ternyata stick ga dikirim pake dus nya kyk beli barang bekas ga sesuai deskripsi,ternyata stick enggak dikirim pakai dus nya kayak beli barang bekas enggak sesuai deskripsi,ternyata stick dikirim pakai dus nya kayak beli barang bekas sesuai deskripsi,nyata stick kirim pakai dus nya kayak beli barang bekas sesuai deskripsi
Gaming,Stick Ps3 OP Wireless Original Pabrik Hitam Controller,Jakarta Pusat,50000,4.7,1048,414,1,"Beli dua, yang satu jelek eror sama analog g bisa balik lagi, kecewa saya",Negative,Sadness,beli dua yang satu jelek eror sama analog  bisa balik lagi kecewa saya,beli dua yang satu jelek eror sama analog bisa balik lagi kecewa saya,beli dua satu jelek eror analog balik kecewa,beli dua satu jelek eror analog balik kecewa
Gaming,Memory card ps2 64Mb MC PS2 64 MB MEMORI PS2,Kota Tangerang Selatan,39500,4.8,843,370,1,"Tulisannya 64gb tapi isinya cuma 8gb,,, disuruh di cek... kagak di cek,, cape dweh..",Negative,Fear,tulisannya gb tapi isinya cuma gb disuruh di cek kagak di cek cape dweh,tulisannya gb tapi isinya cuma gb disuruh di cek kagak di cek capek dweh,tulisannya gb isinya gb disuruh cek kagak cek capek dweh,tulis gb isi gb suruh cek kagak cek capek dweh
Gaming,Memory card ps2 64Mb MC PS2 64 MB MEMORI PS2,Kota Tangerang Selatan,39500,4.8,843,370,2,"memorynya sdh ke buka wktu sya trima. tdk ada segelan, kondisi sdh agak busam. aku coba sdh 3 kali blm bisa dipakai",Negative,Fear,memorynya sdh ke buka wktu sya trima tdk ada segelan kondisi sdh agak busam aku coba sdh kali blm bisa dipakai,memorynya sudah ke buka waktu saya terima tidak ada segelan kondisi sudah agak busam aku coba sudah kali belum bisa dipakai,memorynya buka waktu terima segelan kondisi busam coba kali dipakai,memorynya buka waktu terima segel kondisi busam coba kali pakai
